,tweet_id,text,location_mentions
1441,ID_728733386924130305,"RT @CFPalerts: U/D Ft McMurray, Alberta *Wildfire* new numbers: over 1,600 structures destroyed. Conditions expected to worsen.","[{'text': 'Alberta', 'type': 'City/town', 'start_offset': 32, 'end_offset': 39}]"
1442,ID_729158685306408960,"RT @rconspiracy: Fort McMurray wildfire: Airport in danger, state of emergency declared","[{'text': 'Fort McMurray', 'type': 'City/town', 'start_offset': 17, 'end_offset': 30}]"
1443,ID_728572767277334528,Fort McMurray video shows evacuee’s terrifying wildfire escape  via @torontostar..our thoughts are with you!,"[{'text': 'Fort McMurray', 'type': 'Human-made Point-of-Interest', 'start_offset': 0, 'end_offset': 13}]"
1444,ID_729064820704612352,"@NBCSports @HillaryScottLA Please, please send that rain to Alberta, we desperately need it to put out our MONSTER wildfire.","[{'text': 'Alberta', 'type': 'State', 'start_offset': 60, 'end_offset': 67}]"
1445,ID_731930915891335168,Link to the high res satellite images of Fort McMurray wildfire damage:,"[{'text': 'McMurray', 'type': 'Human-made Point-of-Interest', 'start_offset': 46, 'end_offset': 54}]"
1446,ID_729018189305253889,"Alberta Premier says around 5,500 Fort McMurray wildfire evacuees are staying in reception centers, government seeking housing solutions -","[{'text': 'Alberta', 'type': 'State', 'start_offset': 0, 'end_offset': 7}, {'text': 'Fort McMurray', 'type': 'Other locations', 'start_offset': 34, 'end_offset': 47}]"
1447,ID_734558461783113728,".@EdmontonERSS Still needs donations & volunteers. If youre in the #yeg area, please consider helping. #ymmfire",[]
1448,ID_730012298069344256,RT @StBridgetCS: Any donations for the victims of the Fort McMurray wildfire can be dropped off at St. Bridget if you are unable to deliver,[]
1449,ID_732706798667366400,"Today we donated $100,000 to @redcrosscanada in #wildfire relief. Visit  to donate",[]
1450,ID_728877495093735424,RT @DogRescue2014: If you would like to help animals affected by the #FortMcMurray wildfire please donate at  :,[]
1451,ID_731248284707098625,"RT @AirbnbHelp: Those impacted by #ymmfire, Alberta hosts have opened their homes. @Airbnbs Kellie Bentz explains on @BloombergCA /","[{'text': 'Alberta', 'type': 'State', 'start_offset': 44, 'end_offset': 51}]"
1452,ID_729188309629571072,RT @NewsBreaksLive: #Rescue #workers #retrieving pets,[]
1453,ID_729157854465232896,"More: Firefighting efforts deployed to Fort McMurray wildfire includes more than 500 firefighters, 15 helicopters, 14 air tankers and 88 ot","[{'text': 'Fort McMurray', 'type': 'City/town', 'start_offset': 39, 'end_offset': 52}]"
1454,ID_729697352840142848,RT @komonews: 130 homes at risk from Chelan County wildfire -,"[{'text': 'Chelan County', 'type': 'County', 'start_offset': 37, 'end_offset': 50}]"
1455,ID_732340933031645184,RT @workingenergy: Wildfire N of #ymm expanding-Mandatory Evacuation for #ymm extended N. All Camps N of #ymm incl Ruth Lake Camp 1/2,"[{'text': 'Ruth Lake', 'type': 'Natural Point-of-Interest', 'start_offset': 115, 'end_offset': 124}]"
1456,ID_730174034298605568,"RT @BCGovNews: Thank you #BC! Over $240K raised for #FortMcMurray wildfire relief efforts,  #BCLiquor #FortMacFire #","[{'text': 'FortMcMurray', 'type': 'Human-made Point-of-Interest', 'start_offset': 53, 'end_offset': 65}]"
1457,ID_732000848755089410,RT @cganders: Ill just be casually ignoring the entire city that was literally destroyed by wildfire prior to forest fire season,[]
1458,ID_732226382374277122,"RT @CNWNews: . @cdnpayroll donates $10,000 to help victims of the #FortMcMurray Wildfire  #ymmfire",[]
1459,ID_729978531573211136,RT @DailyGleaner: Pass it on: Syrian newcomers pitch in to help Alberta wildfire victims @redcrosscanada  .,"[{'text': 'Alberta', 'type': 'State', 'start_offset': 64, 'end_offset': 71}]"
1460,ID_728991637121142784,RT @ThinkLikeaCat: Info on how you can donate. Hundreds Of Pets Have Been Left Behind In Deadly Wildfire,[]
1461,ID_731092349275807744,Today the Ss of Blessed Trinity CES will be supporting the Alberta Wildfire victims with a loonie and toonie drive #FortMacFire,"[{'text': 'Alberta', 'type': 'State', 'start_offset': 59, 'end_offset': 66}]"
1462,ID_729287098197381120,"Australians have been helping us fight wildfires for years & vice versa, seasonal overlaps bad sign #climatechange",[]
1463,ID_732348052195835905,RMWB update: A dozen workcamps north of Fort McMurray being evacuated because of fire conditions. #ymm #ymmfire,"[{'text': 'Fort McMurray', 'type': 'City/town', 'start_offset': 40, 'end_offset': 53}]"
1464,ID_728913403717115905,The beast is getting harder to tame. Please donate. PM Trudeau will match donations to @redcrosscanada,[]
1465,ID_729875009565396992,"Dear Russia, mexico and USA .. Please invade and help us anyway. We DO need the extra assistance in #ymmfire","[{'text': 'Russia', 'type': 'Country', 'start_offset': 5, 'end_offset': 11}, {'text': 'mexico', 'type': 'Country', 'start_offset': 13, 'end_offset': 19}, {'text': 'USA', 'type': 'Country', 'start_offset': 24, 'end_offset': 27}]"
1466,ID_729799049688190976,RT @FVine: Calgary Construction Association #CCAbuilds is donating $100k from our Building Reserve Fund to Fort McMurray Wildfire relief #y,"[{'text': 'Calgary', 'type': 'City/town', 'start_offset': 11, 'end_offset': 18}, {'text': 'Fort McMurray', 'type': 'City/town', 'start_offset': 107, 'end_offset': 120}]"
1467,ID_728669560103034880,"Through our partner BridgeForce we are collecting donations for those affected by the wildfire in Fort McMurray,","[{'text': 'Fort McMurray', 'type': 'County', 'start_offset': 98, 'end_offset': 111}]"
1468,ID_730847411300487168,"Wells Fargo Donates $100,000 for Alberta Wildfire Relief Efforts","[{'text': 'Alberta', 'type': 'State', 'start_offset': 33, 'end_offset': 40}]"
1469,ID_729339355710500865,"RT @InCalifornia45: From Alberta 5/7~ 80,000 evacd, 300 flights out, 250,000 acres and 1,600 homes burned, but no deaths. @allanhawco htt","[{'text': 'Alberta', 'type': 'State', 'start_offset': 25, 'end_offset': 32}]"
1470,ID_729674196817686528,Notley in Fort McMurray Monday to survey wildfire damage.,"[{'text': 'Fort McMurray', 'type': 'City/town', 'start_offset': 10, 'end_offset': 23}]"
1471,ID_728984766855315456,Manitoba sends emergency rescue crew to help with Fort McMurray fire relief: Manitoba may not be sending wildfire,"[{'text': 'Manitoba', 'type': 'State', 'start_offset': 0, 'end_offset': 8}, {'text': 'Fort McMurray', 'type': 'City/town', 'start_offset': 50, 'end_offset': 63}, {'text': 'Manitoba', 'type': 'State', 'start_offset': 77, 'end_offset': 85}]"
1472,ID_728648727448145920,The Kamloops Youth Soccer Association’s U13 Girls House Wildfire have chosen to fund raise toward the relief,[]
1473,ID_732702102070300672,"Fort McMurray wildfire: Several homes damaged in explosion in Dickinsfield, fire in Thickwood:","[{'text': 'Dickinsfield', 'type': 'Neighborhood', 'start_offset': 62, 'end_offset': 74}]"
1474,ID_734084217550843904,Arizona wildfire prompts evacuations. #GordonFire,"[{'text': 'Arizona', 'type': 'State', 'start_offset': 0, 'end_offset': 7}]"
1475,ID_728659547448090624,Wildfire Relief  Fund set up by @FellowshipNatl to assist those devastated by wildfires. #AlbertaStrong,[]
1476,ID_731856392223494149,App released for Fort McMurray evacueesuses satellite images provided by government of Canada from Pléaides-1A,"[{'text': 'Fort McMurray', 'type': 'Human-made Point-of-Interest', 'start_offset': 17, 'end_offset': 30}, {'text': 'Canada', 'type': 'Country', 'start_offset': 87, 'end_offset': 93}]"
1477,ID_728618159855390721,"World News - 1,500 vehicles packed with evacuees flee wildfire: At least 88,000 people have   by abigailpollak",[]
1478,ID_731950837514133505,REVISED: Satellite maps provide survey of wildfire damage | Alberta.ca,[]
1479,ID_729491847823904768,"I added a video to a @YouTube playlist  Wildfire destroys homes in Canadian city; 80,000 ordered evacuated","[{'text': 'Canadian', 'type': 'Country', 'start_offset': 67, 'end_offset': 75}]"
1480,ID_728792468632702976,"Already devastated by oil prices with houses up for sale, could this be a way out for many residents of Ft Mac?","[{'text': 'Ft Mac', 'type': 'City/town', 'start_offset': 104, 'end_offset': 110}]"
1481,ID_730810592945016832,"Fundraiser for Syrian Refugee Families and Red Cross for Wildfire Relief Saturday, May 14 Baptist Church from 1-3pm","[{'text': 'Syrian', 'type': 'Country', 'start_offset': 15, 'end_offset': 21}, {'text': 'Baptist Church', 'type': 'Human-made Point-of-Interest', 'start_offset': 90, 'end_offset': 104}]"
1482,ID_728789625460809728,RT @ctvedmonton: LIVE NOW: Red Cross and Ralph Goodale speak about wildfire:  #ymm #ymmfire #yeg,[]
1483,ID_732314230498725888,#FortMac residents can check #wildfire damage to their homes on a surveillance app,[]
1484,ID_729739588596441088,"#ymmfire update: @suncorenergy facility safe despite flames at its gates, Long Lake sees only minor damage”",[]
1485,ID_728639217530748928,Calgarys Syrian refugees step up to aid wildfire evacuees,"[{'text': 'Calgarys', 'type': 'City/town', 'start_offset': 0, 'end_offset': 8}]"
1486,ID_732599702508556288,Who is the #strongest person in @mybodwell? #Support Alberta wildfire relief & earn #prizes! #albertafire,"[{'text': 'Alberta', 'type': 'State', 'start_offset': 53, 'end_offset': 60}]"
1487,ID_729022332182757376,"Fort McMurray wildfire reaches 156,000 ha, expected to double Saturday, $30m donated to Red Cross already #ymmfire","[{'text': 'Fort McMurray', 'type': 'Human-made Point-of-Interest', 'start_offset': 0, 'end_offset': 13}]"
1488,ID_730395501607059456,Fort McMurray wildfire: Red Cross has raised $60 million and counting  No one asking how much they will spend??,"[{'text': 'Fort McMurray', 'type': 'Human-made Point-of-Interest', 'start_offset': 0, 'end_offset': 13}]"
1489,ID_731117011540049922,Close-Up Look at Wildfire Damage at Sams Point Preserve,"[{'text': 'Sams Point Preserve', 'type': 'Other locations', 'start_offset': 36, 'end_offset': 55}]"
1490,ID_732026675039371264,BC Wildfire Service just sent out a release about smoky conditions in the Peace. #yxj,[]
1491,ID_732375734321209344,RT @ctvwinnipeg: Manitoba Urban Search and Rescue returns from front lines of Alberta wildfire: Manitobas Urban Search and Re,"[{'text': 'Manitoba', 'type': 'State', 'start_offset': 17, 'end_offset': 25}, {'text': 'Alberta', 'type': 'State', 'start_offset': 78, 'end_offset': 85}, {'text': 'Manitobas', 'type': 'State', 'start_offset': 96, 'end_offset': 105}]"
1492,ID_728963181733883904,"RT @EnviroEdgeNews: Samaritans help rescue #pets of #FortMcMurray, @MacleansMag  #animals #dogs #cats #FortMacStrong",[]
1493,ID_728643740584157184,Fire season is starting early. Be ready #Lantzville #Nanamio do you have a plan and 72 hours of supplies?,"[{'text': 'Lantzville', 'type': 'City/town', 'start_offset': 41, 'end_offset': 51}, {'text': 'Nanamio', 'type': 'City/town', 'start_offset': 53, 'end_offset': 60}]"
1494,ID_735222235464491008,RT @PaceDrilling: Pacesetter Employees Raise Funds for Fort McMurray Wildfire Relief | Business Wire,"[{'text': 'Fort McMurray', 'type': 'Human-made Point-of-Interest', 'start_offset': 55, 'end_offset': 68}]"
1495,ID_728640877963423744,Amazing numberthe Red Cross has raised $30 million for #FortMcMurray,"[{'text': 'FortMcMurray', 'type': 'Other locations', 'start_offset': 56, 'end_offset': 68}]"
1496,ID_730191184115675137,"RT @retail_Dbt: #GiantTiger Raises Over $100,000 for Fort McMurray Wildfire Relief Efforts / Customers from acr Read more: /",[]
1497,ID_733372049666801670,"Parkway Co-op and Grandview Credit Union raised $2,265 for wildfire relief at Fort McMurray","[{'text': 'Fort McMurray', 'type': 'City/town', 'start_offset': 78, 'end_offset': 91}]"
1498,ID_729075317151698944,Manitoba to send 22 members of disaster response team to help battle Alberta wildfire,"[{'text': 'Manitoba', 'type': 'State', 'start_offset': 0, 'end_offset': 8}, {'text': 'Alberta', 'type': 'State', 'start_offset': 69, 'end_offset': 76}]"
1499,ID_728673092302606336,$30M in donations for victims of Fort McMurray wildfire  via @torontostar,[]
1500,ID_732315364172828672,6 Ways to Help Victims of the Fort McMurray Wildfire -,[]
1501,ID_728676078835896320,RT @OfficialOZFM: Classified is donating the proceeds from his song Work Away to Fort MacMurray relief efforts. - @RobertShawn13,"[{'text': 'Fort MacMurray', 'type': 'Other locations', 'start_offset': 81, 'end_offset': 95}]"
1502,ID_728788401537822722,Fort McMurray evacuation creates surreal scene as wildfire grows – CBC.ca,"[{'text': 'Fort McMurray', 'type': 'Other locations', 'start_offset': 0, 'end_offset': 13}]"
1503,ID_733873883305107457,The donors will get electronic receipt instantly. Donations to the Community Coalition in Aid of Alberta Wildfire.,"[{'text': 'Alberta', 'type': 'City/town', 'start_offset': 97, 'end_offset': 104}]"
1504,ID_730874870746259456,RT @LawTimes: #Alberta law firms offer generous support to #FortMacFire victims  via @LegalFeedsblog #lawyers,"[{'text': 'Alberta', 'type': 'State', 'start_offset': 15, 'end_offset': 22}, {'text': 'FortMacFire', 'type': 'City/town', 'start_offset': 60, 'end_offset': 71}]"
1505,ID_728854188499705860,Samaritans help rescue horses left by owners who fled #FortMcMurray Video:  @MolotovGirl,"[{'text': 'FortMcMurray', 'type': 'Human-made Point-of-Interest', 'start_offset': 55, 'end_offset': 67}]"
1506,ID_728816916568006657,RT @CraigScottNDP: Heartening list of ways people are coming together to help Fort McMurray fire refugees,"[{'text': 'Fort McMurray', 'type': 'City/town', 'start_offset': 78, 'end_offset': 91}]"
1507,ID_732374788317036544,UPDATE: Fort McMurray wildfire growth forces evacuation of work camps:  #ymmfire #ymm,"[{'text': 'Fort McMurray', 'type': 'City/town', 'start_offset': 8, 'end_offset': 21}]"
1508,ID_732704052321103872,RT @CdnUnderwriter: Alberta reviews #FortMcMurray wildfire re-entry plan as flames spread north–overnight destroyed a 665-room work camp ht,"[{'text': 'Alberta', 'type': 'City/town', 'start_offset': 20, 'end_offset': 27}]"
1509,ID_729452602379915264,"RT @Krock1057: Terrible news about #FortMacFire remember, if you want to help text FIRES to 45678 and you can donate $10. -Scott .",[]
1510,ID_733004995877081090,RT @mkeadmirals: Fort McMurray native & Ads alum @ScottieUpshall reflects on the damage to his hometown in the @PlayersTribune,"[{'text': 'Fort McMurray', 'type': 'City/town', 'start_offset': 17, 'end_offset': 30}]"
1511,ID_729314517608337408,"RT @RMWoodBuffalo: Wildfire Update - May 4, 4 a.m. Residential damage assessment (approximate) #ymmfire #ymm",[]
1512,ID_735501434616053760,Temporary homes just a click away for wildfire evacuees,[]
1513,ID_730450144865472512,RT @TaraNWeber: Cdn Red Cross: Unprecedented $67M raised to date for Ft McMurray wildfire evacuees. Thats before the matching by Fed& Pr,"[{'text': 'Ft McMurray', 'type': 'City/town', 'start_offset': 69, 'end_offset': 80}]"
1514,ID_732627306632515584,Overwhelmed with the donations that keep coming in :) Thx guys youre the best!,[]
1515,ID_729473451681931264,"RT @SpokesmanReview: First 2016 Washington wildfire with evacuation notice: 130+ homes threatened by wind-whipped brush fire near Entiat, n","[{'text': 'Washington', 'type': 'State', 'start_offset': 32, 'end_offset': 42}]"
1516,ID_730814635163668480,BC Wildfire Service INFORMATION BULLETIN Open burning will be restricted in Coastal Fire Centre PARKSVILLE -,[]
1517,ID_729371796198195200,Canada Wildfire Sees Family Livestream Their Home Being Destroyed In Seconds: A family have shared the heart,"[{'text': 'Canada', 'type': 'Country', 'start_offset': 0, 'end_offset': 6}]"
1518,ID_735212289930891265,Samaritans Purses Disaster Response Unit arrives in Fort McMurray today to help wildfire victims. Donate here:,"[{'text': 'Fort McMurray', 'type': 'Human-made Point-of-Interest', 'start_offset': 52, 'end_offset': 65}]"
1519,ID_729131286829404160,Text RedCross to 30333 to donate 5$ to help those effected by the fire #FortMacFire #RedCross #Wildfire,[]
1520,ID_730086507290214400,"High River bottle drive nets $6,300 for Fort McMurray wildfire victims  #ymmfire #yyc","[{'text': 'Fort McMurray', 'type': 'City/town', 'start_offset': 40, 'end_offset': 53}]"
1521,ID_728636623093649409,RT @TorontoStar: #BREAKING Canadian Red Cross has raised $30 million in support of Fort McMurray wildfire.  /,"[{'text': 'Canadian', 'type': 'Country', 'start_offset': 27, 'end_offset': 35}, {'text': 'Fort McMurray', 'type': 'Human-made Point-of-Interest', 'start_offset': 83, 'end_offset': 96}]"
1522,ID_729933891449016321,"2,400 structures destroyed | Sudbury Star",[]
1523,ID_728582479716605952,Syrians join to help those in need: People across Canada are helping those affected by the wildfire thats de,"[{'text': 'Canada', 'type': 'Country', 'start_offset': 50, 'end_offset': 56}]"
1524,ID_732333131630436353,Another late night another wildfire. People need to be smart about their camp fires while fire danger is high.,[]
1525,ID_732618034871980034,"Notley: Wildfire risk continues for camps north of Fort McMurray, some areas have experienced damage. #ymm #ymmfire","[{'text': 'Fort McMurray', 'type': 'City/town', 'start_offset': 51, 'end_offset': 64}]"
1526,ID_733346708776747008,RT @BlackburnSarnia: A Petrolia man is spearheading a gift card drive for displaced Fort McMurray families staying in Sarnia-Lambton.,"[{'text': 'Fort McMurray', 'type': 'City/town', 'start_offset': 84, 'end_offset': 97}, {'text': 'Sarnia', 'type': 'City/town', 'start_offset': 118, 'end_offset': 124}]"
1527,ID_731223030664433664,RT @SikhPA: SIKH OFFERS 100 APARTMENTS TO DISPLACED WILDFIRE VICTIMS  #Canada #Alberta #FortMacFire #RT .,"[{'text': 'Canada', 'type': 'Country', 'start_offset': 71, 'end_offset': 77}, {'text': 'Alberta', 'type': 'City/town', 'start_offset': 79, 'end_offset': 86}]"
1528,ID_730650657078665216,Chicago Title is supporting the Alberta Wildfire Relief Efforts. Click here to learn more.,"[{'text': 'Chicago', 'type': 'State', 'start_offset': 0, 'end_offset': 7}, {'text': 'Alberta', 'type': 'State', 'start_offset': 32, 'end_offset': 39}]"
1529,ID_729662191255826432,RT @firstcircle12: Officials say Russian offer of help for wildfire is beingstudied.They need #US permission. #cdn,"[{'text': 'US', 'type': 'Country', 'start_offset': 95, 'end_offset': 97}]"
1530,ID_730218410500444160,Striking satellite images show Fort McMurray before and after wildfire: The wildfire that destroyed about 10,"[{'text': 'Fort McMurray', 'type': 'City/town', 'start_offset': 31, 'end_offset': 44}]"
1531,ID_728989312591736832,Sot spot for Canada: James Taylor to donate proceeds from concerts to aid wildfire victims,"[{'text': 'Canada', 'type': 'Country', 'start_offset': 13, 'end_offset': 19}]"
1532,ID_731663409805176832,Canadian Airlines Are Bending The Rules For Wildfire Victims And Their Pets,"[{'text': 'Canadian', 'type': 'Country', 'start_offset': 0, 'end_offset': 8}]"
1533,ID_730606066023665665,"$9bn fire damage to Fort McMurray, ‘the beast’ will affect forests, carbon emissions, air, water pollution, waste","[{'text': 'Fort McMurray', 'type': 'City/town', 'start_offset': 20, 'end_offset': 33}]"
1534,ID_729299841130614784,Syrian chocolatiers in Antigonish donate profits from brand new business to Fort McMurray cause,[]
1535,ID_730461133291671552,"Red Cross dispersal of donations for #FortMcMurray includes $600 for each adult, $300 per child  #CBC #ymmfire #yeg","[{'text': 'FortMcMurray', 'type': 'Human-made Point-of-Interest', 'start_offset': 38, 'end_offset': 50}]"
1536,ID_728920042046402560,"RT @DanielleThorny: If you can give anything, please donate to @redcrosscanada. This is absolutely devastating to see.",[]
1537,ID_732213940428677120,"RT @StormFXChasing: Local State Of Emergency issued for Little Smoky area, as residence are under mandatory evacuation due to #wildfire. ht","[{'text': 'Little Smoky area', 'type': 'Human-made Point-of-Interest', 'start_offset': 56, 'end_offset': 73}]"
1538,ID_729083360295964672,Hot dry winds cause #FortMacFire to grow explosively. May double in size in forested areas,[]
1539,ID_732970814090272771,Makes me miss home - @ScottieUpshall reflects on the damage to his hometown in the @PlayersTribune,[]
1540,ID_728623752293027840,Donations flowing in locally to Red Cross for Alberta wildfire victims  #AlbertaFires #RedCross,"[{'text': 'Alberta', 'type': 'State', 'start_offset': 46, 'end_offset': 53}]"
1541,ID_728683795252023296,"RT @UpNewsBot: Labatt brewing water to help those affected by Fort McMurray wildfire Labatt is sending at least 200,000 cans of","[{'text': 'Fort McMurray', 'type': 'Neighborhood', 'start_offset': 62, 'end_offset': 75}]"
1542,ID_729245788149325824,Fort McMurray wildfire: Maritimers eager to aid evacuees,"[{'text': 'Fort McMurray', 'type': 'City/town', 'start_offset': 0, 'end_offset': 13}]"
1543,ID_728991278210285572,RT @680CJOB: 20 members from the MB Urban Search & Rescue team are traveling to Fort McMurray to assist in the wildfire fight.,"[{'text': 'Fort McMurray', 'type': 'City/town', 'start_offset': 80, 'end_offset': 93}]"
1544,ID_733403793652486148,.@FordCanadas donation of $500K to wildfire relief is an inspiration. Proud to be part of the #FordFamily!,[]
1545,ID_729355302789779456,WEB POLL: Have you made a donation to help with the Fort McMurray wildfire relief efforts? Vote at:  #ctvwpb,"[{'text': 'Fort McMurray', 'type': 'City/town', 'start_offset': 52, 'end_offset': 65}]"
1546,ID_729678219012509696,RT @VICEUK: Welcome to the wildfire relief effort that includes free lap dances,[]
1547,ID_731920827264835584,Alberta Government Releases Fire Damage Surveillance App: Alberta government releases app that will give residents of wildfire-ravage,"[{'text': 'Alberta', 'type': 'District', 'start_offset': 0, 'end_offset': 7}, {'text': 'Alberta', 'type': 'State', 'start_offset': 58, 'end_offset': 65}]"
1548,ID_728621774372405249,"#Kamloops new car dealers band together to accept new clothing, household items etc for #Fort McMurray wildfire victims.","[{'text': 'Fort McMurray', 'type': 'Human-made Point-of-Interest', 'start_offset': 89, 'end_offset': 102}]"
1549,ID_728645835244883968,Syrian refugees reach out to help victims of Fort McMurray wildfire. Canadians helping Canadians.,"[{'text': 'Fort McMurray', 'type': 'City/town', 'start_offset': 45, 'end_offset': 58}]"
1550,ID_728533519006355456,"RT @MikeOGlobal: Wind gusts are hampering efforts to fight the Fort McMurray wildfire, now 85,000 hectares in size. #ymmfire","[{'text': 'Fort McMurray', 'type': 'Human-made Point-of-Interest', 'start_offset': 63, 'end_offset': 76}]"
1551,ID_732372948858720256,RT @C_DIG: BREAKING: #ymmfire - More evacuations as wildfire approaches - Work camps evacuated.,[]
1552,ID_728673231851393024,Wildfire officials say its still early & they expect more intense wildfire conditions ahead #ymmfire #abfires,[]
1553,ID_730448381667987456,Red Cross on the Fort McMurray Wildfire  #YMM #YMMfire,"[{'text': 'Fort McMurray', 'type': 'Human-made Point-of-Interest', 'start_offset': 17, 'end_offset': 30}]"
1554,ID_732992163550797825,Strong roots never break. Great read! @ScottieUpshall reflects on the damage to his hometown.,[]
1555,ID_729998589011873792,RT @petparentnews: PetSmart & PetSmart Charities Work To Help Fort McMurray Canada Victims of Wildfire,"[{'text': 'Fort McMurray', 'type': 'Human-made Point-of-Interest', 'start_offset': 62, 'end_offset': 75}, {'text': 'Canada', 'type': 'Country', 'start_offset': 76, 'end_offset': 82}]"
1556,ID_728765169283698689,Wildfire Evacuees Glimpse Burned out City on Way South: Displaced residents at oil field camps north of Fort,[]
1557,ID_728783641979969536,RT @YoDoggyDogStore: Heroes RESCUED pets by going back into the city devastated by wildfires  #ymmfire #ymmhelps htt,[]
1558,ID_732266518680076288,Out-of-control wildfire forces new evacuation in the Municipal District of Greenview:,"[{'text': 'Municipal District of Greenview', 'type': 'District', 'start_offset': 53, 'end_offset': 84}]"
1559,ID_730991766074101760,RT @abc7newsBayArea: Google is helping evacuees from the Canadian wildfire with satellite images of the region.  htt,"[{'text': 'Canadian', 'type': 'Country', 'start_offset': 57, 'end_offset': 65}]"
1560,ID_728901062246158337,Ottawa will review #Russia’s offer to assist Canada in dealing with the Alberta wildfire. Read more:  #FortMcMurray,"[{'text': 'Ottawa', 'type': 'City/town', 'start_offset': 0, 'end_offset': 6}, {'text': 'Russia', 'type': 'Country', 'start_offset': 20, 'end_offset': 26}, {'text': 'Canada', 'type': 'Country', 'start_offset': 45, 'end_offset': 51}, {'text': 'Alberta', 'type': 'State', 'start_offset': 72, 'end_offset': 79}, {'text': 'FortMcMurray', 'type': 'Human-made Point-of-Interest', 'start_offset': 103, 'end_offset': 115}]"
1561,ID_731653769021231105,"RT @SaveChildrenCan: Were readying our 3 Child Friendly Spaces today, welcoming #kids & #families affected by the wildfire. #ymmfire",[]
1562,ID_728916428523491328,"RT @renoaddict: Just donated to Edmonton Humane Society to help Fort Mac animals in need. If u r able, please consider it.",[]
1563,ID_729820577326768134,"RT @KylloGreg: $240,000 donated at BC Liquor Stores for Fort Mac wildfire relief efforts  Canadian Red Cross","[{'text': 'Fort Mac', 'type': 'City/town', 'start_offset': 56, 'end_offset': 64}]"
1564,ID_733168795020230656,RT @Dr_Raffi: Well written: Fort McMurray native @ScottieUpshall reflects on the damage to his hometown in the @PlayersTribune,"[{'text': 'Fort McMurray', 'type': 'Human-made Point-of-Interest', 'start_offset': 28, 'end_offset': 41}]"
1565,ID_733122090123939840,Chad from AB Wildfire says #ymmfire is spreading outward into forested areas about 15km from Sask border. Cooler temps should halt growth.,[]
1566,ID_730583146945773569,New Brunswick firefighters off to aid in Alberta wildfire battle.,"[{'text': 'Alberta', 'type': 'State', 'start_offset': 41, 'end_offset': 48}]"
1567,ID_730102607339880449,RT @ReverbPress: #SyrianRefugees Take Lead In Wildfire Victims Donation Drive (VIDEO) >>;<,[]
1568,ID_730115769049198592,"Nasty viral illness among #FortMacFire evacuees increases, spreads:",[]
1569,ID_728961497179815936,"Celebs, PM Trudeau Offer Support For Those Affected By Fort McMurray Wildfire Crisis","[{'text': 'Fort McMurray', 'type': 'City/town', 'start_offset': 55, 'end_offset': 68}]"
1570,ID_728660667956264960,"The Government of Alberta approved emergency financing for the approximately 80,000 people evacuated from Fort McMur","[{'text': 'Alberta', 'type': 'City/town', 'start_offset': 18, 'end_offset': 25}, {'text': 'Fort McMur', 'type': 'Neighborhood', 'start_offset': 106, 'end_offset': 116}]"
1571,ID_733065985427668992,"In The Press – Wildfire grows to 423,000 hectares, threatens oil sites: The massive wildfire that has destroyed",[]
1572,ID_730251627953852416,Okotoks Dawgs baseball is saving grace for two families displaced from wildfire.,"[{'text': 'Okotoks', 'type': 'City/town', 'start_offset': 0, 'end_offset': 7}]"
1573,ID_735888420120219648,". @Nickelback, @BlueRodeo headline Fire Aid concert for Fort McMurray wildfire victims","[{'text': 'Fort McMurray', 'type': 'City/town', 'start_offset': 56, 'end_offset': 69}]"
1574,ID_728549392412758016,Generous of Justin to match Red Cross to help Fort McMurray. If it was another country he would just give billions,"[{'text': 'Fort McMurray', 'type': 'City/town', 'start_offset': 46, 'end_offset': 59}]"
1575,ID_730831322936147968,"RT @GTboutique: In one week, our generous customers have raised over $100,000 for the Fort McMurray Wildfire Relief Effort. #ThankYou #ymmf","[{'text': 'Fort McMurray', 'type': 'City/town', 'start_offset': 86, 'end_offset': 99}]"
1576,ID_728579161753845760,"A big thank you to all @LondonDrugs customers! You have donated $15,000 to @redcrosscanada for wildfire relief! #MuchLove",[]
1577,ID_728823363167129600,"RT @mniype: Hero principal #2: Boys, parents reunited after being separated in evacuation. #ymmfire #yeg  .",[]
1578,ID_732578237264629765,An app from the Alberta government showing satellite images of Fort McMurray is giving evacuees of the wildfire,"[{'text': 'Alberta', 'type': 'State', 'start_offset': 16, 'end_offset': 23}, {'text': 'Fort McMurray', 'type': 'Neighborhood', 'start_offset': 63, 'end_offset': 76}]"
1579,ID_730625079143342082,"Canadian wildfire: Already 2400 houses destroyed, still burning out of control",[]
1580,ID_729839492597604352,"RT @BACEtweets: Australian Breastfeeding Association supports for infant feeding in emergencies, tailored to wildfire evacuations: /","[{'text': 'Australian', 'type': 'Country', 'start_offset': 16, 'end_offset': 26}]"
1581,ID_728599870269997058,Make a donation in-store to Fort McMurray Wildfire Relief and we will match it! All proceeds to Canadian Red Cross! .@canredcrossnl,"[{'text': 'Canadian', 'type': 'Country', 'start_offset': 96, 'end_offset': 104}]"
1582,ID_729790195826991104,We are Alberta Strong. Proceeds donated to support the Wildfire relief.,"[{'text': 'Alberta', 'type': 'State', 'start_offset': 7, 'end_offset': 14}]"
1583,ID_730526660764811264,WTP Assist information for Zurich Canada customers affected by the #FortMcMurray wildfire #YMMfire,"[{'text': 'Zurich', 'type': 'City/town', 'start_offset': 27, 'end_offset': 33}, {'text': 'Canada', 'type': 'Country', 'start_offset': 34, 'end_offset': 40}]"
