tweet_id,text,location_mentions
ID_1063939195788513280,"The images coming out of California continue to be unbelievable. 71 people are confirmed dead so far with more than 1,000 more missing. See how the President is responding tonight on @Kmbc at 6.","[{'text': 'California', 'type': 'State', 'start_offset': 25, 'end_offset': 35}]"
ID_1062668099374198785,"Heartbreaking news from California The remains of 13 additional victims in the Northern California wildfire were recovered today raising the death toll to 42 people. The inferno destroyed more than 7,000 homes and buildings since Thursday.","[{'text': 'California', 'type': 'State', 'start_offset': 24, 'end_offset': 34}, {'text': 'Northern California', 'type': 'State', 'start_offset': 79, 'end_offset': 98}]"
ID_1062343880186740736,California wildfire becomes deadliest in state’s history as death toll reaches 42,"[{'text': 'California', 'type': 'State', 'start_offset': 0, 'end_offset': 10}]"
ID_1063052696918376449,Good morning. Heres whats happening: - At least 56 people killed in California fires - Saudi Arabia seeks death penalty for Khashoggis killers - Stormy Daniels lawyer arrested on domestic abuse charges,"[{'text': 'California', 'type': 'State', 'start_offset': 68, 'end_offset': 78}, {'text': 'Saudi Arabia', 'type': 'Country', 'start_offset': 87, 'end_offset': 99}]"
ID_1067773025175531521,"Before #GivingTuesday ends, please consider a gift to help the educators and students who lost their homes in the California wildfires. cc @WeAreCTA #CAFires","[{'text': 'California', 'type': 'State', 'start_offset': 114, 'end_offset': 124}]"
ID_1068561051375955969,"Death toll missing in wildfires,, specifically Paradise, California much higher than officials are reporting   #CampFire #ParadiseStrong #Woolseyfires #ButteStrong #Qanon #WWG1WGA #DEW","[{'text': 'California', 'type': 'State', 'start_offset': 57, 'end_offset': 67}]"
ID_1062612461994631168,"Drone footage captures the scale of devastation in Paradise, California, where large swaths of land and many homes have been reduced to ash by the deadliest wildfire in California history.","[{'text': 'California', 'type': 'State', 'start_offset': 61, 'end_offset': 71}, {'text': 'California', 'type': 'State', 'start_offset': 169, 'end_offset': 179}]"
ID_1063929431931199490,"Devastating Over 74 people dead and over 1,000 people missing in California due to these horrific wildfires. A woman recorded herself driving through and barely making it. CLIMATE ὄFἿD CHANGE ὄFἿD IS ὄFἿD REAL ὄFἿD","[{'text': 'California', 'type': 'State', 'start_offset': 65, 'end_offset': 75}]"
ID_1062850279983460352,Absolutely devastating scenes in California right now. Those in the path of the #CAWildFires have lost so much. The Red Cross makes it easy to give: 1-800-RED-CROSS or text CAWILDFIRES to 90999 to make $10 donation to support the @RedCross evacuation centers.,"[{'text': 'California', 'type': 'State', 'start_offset': 33, 'end_offset': 43}]"
ID_1063343734551646208,California fire death toll rises to 63 as search for victims intensifies,"[{'text': 'California', 'type': 'State', 'start_offset': 0, 'end_offset': 10}]"
ID_1067580716417015809,"After Devastating Wildfires, California Teamsters are in Desperate Need. Here’s What You Can Do to Help","[{'text': 'California', 'type': 'State', 'start_offset': 29, 'end_offset': 39}]"
ID_1064957255102029824,"saw a post earlier that suggested the rainfall in smoky areas in california will be extremely toxic and this, uh, seems to not be the case at all:","[{'text': 'california', 'type': 'State', 'start_offset': 65, 'end_offset': 75}]"
ID_1066044527532630016,"Our Greek Life Interest group at SOU is participating in a donation drive to help the victims of the Camp Fire in Northern California. There will be donation centers in the Student Union, or you can reach out to me through social media. Anything helpsὤFἿC","[{'text': 'California', 'type': 'State', 'start_offset': 123, 'end_offset': 133}]"
ID_1064795245081063425,"Instead of complaining about the smoke affecting classes, donate to the victims of the actual wildfire that has killed hundreds and made hundreds more homeless",[]
ID_1062726597697064961,"RT @K_JeanPierre: Sadly, the fires have now taken 48 lives. Numbers expected to rise. #CaliforniaWildfires",[]
ID_1062897353823154177,RT @CBCAlerts: 8 more bodies found taking death toll to 56 in Northern California wildfire: sheriff. Background story:,"[{'text': 'California', 'type': 'State', 'start_offset': 71, 'end_offset': 81}]"
ID_1061342778431483904,"The most destructive wildfire in California history. 9 reported deaths. 6,453 homes lost. 260 commercial structures, including parts of the the Feather River Hospital, gone as well. My heart aches for everyone affected by this tragic event. #PrayforParadise #CampFire","[{'text': 'California', 'type': 'State', 'start_offset': 33, 'end_offset': 43}, {'text': 'Feather River Hospital', 'type': 'Human-made Point-of-Interest', 'start_offset': 144, 'end_offset': 166}]"
ID_1064628975539011585,"RT @SecretaryZinke: Some of the devastation in Paradise, CA. The Camp Fire destroyed the town. I’m told this isn’t even the worst of it. ht","[{'text': 'Paradise', 'type': 'State', 'start_offset': 47, 'end_offset': 55}]"
ID_1065697049272700928,"Spread the word to people in Southern California who may be displaced from the fires: if you are in need of a place to stay, Airbnb is offering free stays to evacuees, emergency workers, and volunteers.","[{'text': 'California', 'type': 'State', 'start_offset': 38, 'end_offset': 48}]"
ID_1061456927434178563,Twitter will still ban him if they have the slightest opportunity James Woods Uses Social Media to Help Find Missing People in California Wildfire,"[{'text': 'California', 'type': 'State', 'start_offset': 127, 'end_offset': 137}]"
ID_1066952218761457665,"The Camp fire burned for 2 weeks, killed at least 85 people.",[]
ID_1062834196002025472,The death toll is 48 from the #CaliforniaWildfires & will steadily grow. Check out my article for @CurbedSF on how older adults & disabled people are left behind & ways to help ὄ7ὄ7ὄ7 #CampFire #CaliforniaFires #HillFire #WoolseyFire #FEMA #EmergencyPreparedness,[]
ID_1065675089381916673,California Fire Relief Efforts: Harrison Ford PSA To Affected Fellow Actors; Thanksgiving For Malibu’s Displaced; Donations & Crowdfunding Efforts,"[{'text': 'California', 'type': 'State', 'start_offset': 0, 'end_offset': 10}, {'text': 'Malibu', 'type': 'City/town', 'start_offset': 94, 'end_offset': 100}]"
ID_1061350788386025472,Please donate to help the fire fighters in California. We’re running out of resources and they’ve been working non stop for days.,"[{'text': 'California', 'type': 'State', 'start_offset': 43, 'end_offset': 53}]"
ID_1062004469863350272,#CampFire has killed at least 29 people — tying it with 1933’s Griffith Park Fire as the deadliest in California’s history. @JosephSerna @shelbygrad:,"[{'text': 'Griffith Park', 'type': 'Human-made Point-of-Interest', 'start_offset': 63, 'end_offset': 76}, {'text': 'California', 'type': 'State', 'start_offset': 102, 'end_offset': 112}]"
ID_1065835955007840256,"I’m looking to donate a camping tent-trailer to victims of the Camp Fire in Paradise, CA. I live about 50 miles away. The roof has a leak but can be easily fixed by a handy person. Please retweet if you know anybody that lives in Butte County. #CampFire #CampFireParadise","[{'text': 'Paradise', 'type': 'City/town', 'start_offset': 76, 'end_offset': 84}, {'text': 'CA', 'type': 'State', 'start_offset': 86, 'end_offset': 88}, {'text': 'Butte County', 'type': 'County', 'start_offset': 230, 'end_offset': 242}]"
ID_1061191232448290816,"#US #PresidentTrump blames forest mismanagement, threatens to cut funding as two huge wildfires burn in out of control in #California; killing 9 in the town of Paradise razed to the ground by flames","[{'text': 'US', 'type': 'Country', 'start_offset': 1, 'end_offset': 3}, {'text': 'California', 'type': 'State', 'start_offset': 123, 'end_offset': 133}]"
ID_1065243469604683776,"⛑️CALIFORNIA FORREST FIRE CONTENT!⛑️ By now, we have all seen the incredible situations that our friends in California are experiencing due to Forrest fires. Fire Departments across the nation are pitching in to help.our neighbors in the","[{'text': '️CALIFORNIA', 'type': 'State', 'start_offset': 1, 'end_offset': 12}, {'text': 'California', 'type': 'State', 'start_offset': 108, 'end_offset': 118}]"
ID_1061391269740580864,Flames engulf California communities forcing evacuations,"[{'text': 'California', 'type': 'State', 'start_offset': 14, 'end_offset': 24}]"
ID_1065473139897905152,"Current structure status map of the Woolsey Fire in California, maintained by Ventura County Sheriffs Office of Emergency Services View Map:  @VENTURASHERIFF @CountyVentura @vcstar @VCFD @VCFD_Bot #GIS #Esri #Fire #WoolseyFire #wildfires","[{'text': 'California', 'type': 'State', 'start_offset': 52, 'end_offset': 62}, {'text': 'Ventura County', 'type': 'County', 'start_offset': 78, 'end_offset': 92}]"
ID_1061135278256066560,Nine people were declared dead and tens of thousands evacuated on Friday as fierce wildfires raged across the western US state of California READ:,"[{'text': 'US', 'type': 'Country', 'start_offset': 118, 'end_offset': 120}, {'text': 'California', 'type': 'State', 'start_offset': 130, 'end_offset': 140}]"
ID_1064105673716314112,RT @Reuters: Rain on the way as search for missing continues after California wildfires,"[{'text': 'California', 'type': 'State', 'start_offset': 67, 'end_offset': 77}]"
ID_1062207153467871233,Ὢ8Ὢ8Ὢ8Ὢ8 EVACUATION LIFT UPDATE!! ὄ7ἿCὄ7ἿC,[]
ID_1064143505889681409,Check out this new story on NPR: Supercomputers Assist Firefighters In Evacuations As Wildfires Spread In California,"[{'text': 'California', 'type': 'State', 'start_offset': 106, 'end_offset': 116}]"
ID_1062851797994405889,. @GovernorVA please send funds to help with the fires in California. It is the right thing to do. God Bless you and thank you!,"[{'text': 'California', 'type': 'State', 'start_offset': 58, 'end_offset': 68}]"
ID_1063079789374902272,Were traumatized but were alive: Survivors come forward as Camp fire death toll rises to 56,[]
ID_1065167441498726400,"With rain on the way, California fire evacuees brace for relief and danger #NewsGrit","[{'text': 'California', 'type': 'State', 'start_offset': 22, 'end_offset': 32}]"
ID_1062109113730121732,"31 dead, 250,000 evacuated in #California fires as Governor blames #climatechange  via @NationofChange","[{'text': 'California', 'type': 'State', 'start_offset': 31, 'end_offset': 41}]"
ID_1062390732361777152,44 dead in California fires as the Camp Fire becomes the deadliest in state history @CNN,"[{'text': 'California', 'type': 'State', 'start_offset': 11, 'end_offset': 21}]"
ID_1062254991610646528,A total of 44 people have been killed in Californias devastating wildfire as authorities continue to find bodies in burnt-out cars and homes.,"[{'text': 'Californias', 'type': 'State', 'start_offset': 41, 'end_offset': 52}]"
ID_1061256253530427392,"@SenatorIsakson @sendavidperdue @AustinScottGA08; 9 Americans are confirmed dead, more are missing, including several elderly, & many are trying to make their way to safety w/ babies & small children & YOUR POTUS is using this as a political tool. I WILL WORK TO UNSEAT YOU ALL.ἰA",[]
ID_1061297897684127744,"@SpinDr @mel_giancarlo Rule #1 Evacuate early. In California, fires move fast.","[{'text': 'California', 'type': 'State', 'start_offset': 50, 'end_offset': 60}]"
ID_1064103615516868609,Death Toll from California Wildfires Rises to 76,"[{'text': 'California', 'type': 'State', 'start_offset': 16, 'end_offset': 26}]"
ID_1063980478980534275,"California wildfires claim over 1,000 missing - News - NHK WORLD - English","[{'text': 'California', 'type': 'State', 'start_offset': 0, 'end_offset': 10}]"
ID_1061321012942422017,Social media filled with pleas after loved ones missing in California fires,"[{'text': 'California', 'type': 'State', 'start_offset': 59, 'end_offset': 69}]"
ID_1066814502048542720,"A massive wildfire that killed dozens of people and destroyed thousands of homes in Northern California has been fully contained, authorities said.","[{'text': 'California', 'type': 'State', 'start_offset': 93, 'end_offset': 103}]"
ID_1062110211698122752,Gov. Jerry Brown said California is requesting aid from the Trump administration. President Donald Trump has blamed poor forest management for the fires.,"[{'text': 'California', 'type': 'State', 'start_offset': 22, 'end_offset': 32}]"
ID_1063196550321459202,PSA: MANDATORY EVACUATION FOR THE WHOLE STATE OF CALIFORNIA!,"[{'text': 'CALIFORNIA', 'type': 'State', 'start_offset': 49, 'end_offset': 59}]"
ID_1061143092701458437,".@realDonaldTrump has tweeted 7 times today about evidence-less allegations regarding vote counting, once attacking a retiring GOP senator and once about his asylum order. He has not tweeted about a 70K acre fire that has already killed 5 people.",[]
ID_1062108627945820160,"Massive fires are burning at both ends of California. At least 29 people have been killed in a blaze centered around Paradise, CA. Many more are still missing. Two people have died in southern California. Some people are now being allowed to return","[{'text': 'California', 'type': 'State', 'start_offset': 42, 'end_offset': 52}, {'text': 'CA', 'type': 'State', 'start_offset': 127, 'end_offset': 129}, {'text': 'California', 'type': 'State', 'start_offset': 193, 'end_offset': 203}]"
ID_1063067447815798785,"With 58+ deaths caused by Democrat forest mismanagement, far-left Jerry Brown Takes more Heat For Vetoing 2016 Wildfire Mitigation Bill.",[]
ID_1062069813579841536,"Miley Cyrus, Neil Young, Robin Thicke, Michael Plen Have All Lost Their Homes In the California Wildfires — Here’s the Latest List of Those Impacted","[{'text': 'California', 'type': 'State', 'start_offset': 85, 'end_offset': 95}]"
ID_1062224467387211777,"In the meantime, the death toll from Northern California’s Camp Fires has risen to 42, the highest ever from a wildfire in the state:","[{'text': 'California', 'type': 'State', 'start_offset': 46, 'end_offset': 56}]"
ID_1061206759619117058,"Two fast-moving wildfires that exploded in the hills of Southern California are forcing thousands of evacuations, including the entire city of Malibu and a sprawling naval base.","[{'text': 'California', 'type': 'State', 'start_offset': 65, 'end_offset': 75}, {'text': 'Malibu', 'type': 'City/town', 'start_offset': 143, 'end_offset': 149}]"
ID_1065307436486021120,"#HipHopNews • KANYE WEST PLANS TO DONATE $500,000 TO CALIFORNIA WILDFIRE RELIEF • #KanyeWest #California #KimKardashian Kanye West has been doing his part to help combat the damage done","[{'text': 'KanyeWest', 'type': 'Natural Point-of-Interest', 'start_offset': 83, 'end_offset': 92}, {'text': 'California', 'type': 'State', 'start_offset': 94, 'end_offset': 104}]"
ID_1064236436856205313,Red Cross volunteers are supporting evacuation centers in #California to provide safe refuge for people impacted by the devastating wildfires. Support the @RedCross with a $10 donation by texting CAWILDFIRES to 90999,"[{'text': 'California', 'type': 'State', 'start_offset': 59, 'end_offset': 69}]"
ID_1061458593977901056,"Good Friend Geoff Reed who lived in Paradise California was evacuated on Thursday from the fires with his two girls. They have lost everything in the Camp Fire in Paradise. Current assistance is needed for housing, clothing, food for Geoff and the kids","[{'text': 'California', 'type': 'State', 'start_offset': 45, 'end_offset': 55}]"
ID_1065349453492568064,ep 115 of @deleteuracct: J. Redwoods and Cassandra Williams of @MaskOakland tell @roqchams and me how they’ve stepped in where authorities failed and distributed tens of thousands of masks during the Northern California #CampFire wildfires,"[{'text': 'California', 'type': 'State', 'start_offset': 209, 'end_offset': 219}]"
ID_1065488557622603777,Jammu and Kashmir: Terrorists attack Army camp in Kulgam; one civilian injured,"[{'text': 'Kashmir', 'type': 'State', 'start_offset': 10, 'end_offset': 17}, {'text': 'Kulgam', 'type': 'City/town', 'start_offset': 50, 'end_offset': 56}]"
ID_1065789056951439360,"RT @mbuntingrd: I need help finding out whether my house is still standing after Camp Fire. Old Magalia, Sugar Pine dr. 13775? Thanks for a","[{'text': 'Magalia', 'type': 'Neighborhood', 'start_offset': 96, 'end_offset': 103}]"
ID_1063100230206337024,So who’s going to be prosecuted for murder? The Wildfire Death Toll In California Rises To 58  via @dailycaller,"[{'text': 'California', 'type': 'State', 'start_offset': 71, 'end_offset': 81}]"
ID_1061703520091598848,"I worked in the Air National Guard with California during the 2008 wildfires, and I also thank the brave and incredibly competent men and women in the organizations currently trying to save life and property there today.","[{'text': 'California', 'type': 'State', 'start_offset': 40, 'end_offset': 50}]"
ID_1061329441786232833,providing relief to equine/families during California fires ! Retweet!,"[{'text': 'California', 'type': 'State', 'start_offset': 43, 'end_offset': 53}]"
ID_1064147514583072768,"Relentless California wildfires leave 79 dead, nearly 1,300 others still missing  Now, look here fellow tweeters: KNOW THIS: I LOVE THIS TIE ABOVE ALL OTHER TIES THAT 45TH EARS..JUST A VERY HANDSOME TIE. CHURCHILL","[{'text': 'California', 'type': 'State', 'start_offset': 11, 'end_offset': 21}]"
ID_1063515590671781888,"#CampFire Friday update: Death Toll rises, #evacuees face hardships #ButteCounty",[]
ID_1064050908059787264,"RT @SRFD: Death toll in Northern California fire rises to 71 with more than 1,000 unaccounted for - Los Angeles Times","[{'text': 'California', 'type': 'State', 'start_offset': 33, 'end_offset': 43}, {'text': 'Los Angeles', 'type': 'City/town', 'start_offset': 100, 'end_offset': 111}]"
ID_1066202223808532481,"@SecNielsen you have troops at the border --doing work already being done by border patrol, tents, etc.. all of that could go to help survivors of the Wildfires in California. But, you are setting up tents to imprison & separate families of poor migrants. Where are your priorities, maam?","[{'text': 'California', 'type': 'State', 'start_offset': 164, 'end_offset': 174}]"
ID_1062370019663855617,"@realDonaldTrump 42 people are dead as a result of fires in California, thousands of homes lost there and in Florida, people have nowhere to live and THIS is your priority. You are a #NationalDisgrace. #UnfitForOffice","[{'text': 'California', 'type': 'State', 'start_offset': 60, 'end_offset': 70}, {'text': 'Florida', 'type': 'State', 'start_offset': 109, 'end_offset': 116}]"
ID_1061270955664818176,"First thing he talks about is funding, and not the citizens who lost their lives, homes, etc. How comforting ὠC #campfire",[]
ID_1061180229060825088,"This is an absolutely heartless response. There aren’t even politics involved. Just good American families losing their homes as you tweet, evacuating into shelters.","[{'text': 'American', 'type': 'Continent', 'start_offset': 89, 'end_offset': 97}]"
ID_1061320136781651968,"People are dead, houses demolished, lives ruined, habitats destroyed and all you have to say about it is federal money and poor management practices? Please, do us all a favor and GTFO of the White House. Thanks to everyone who is risking their lives everyday to help.",[]
ID_1065665545897312256,"Check out our new California bundle! Were donating all sales to The Southern California Disaster Relief Fund, who will support low-income people whose lives have been affected by the current wildfires in Southern California","[{'text': 'California', 'type': 'State', 'start_offset': 18, 'end_offset': 28}, {'text': 'California', 'type': 'State', 'start_offset': 77, 'end_offset': 87}, {'text': 'California', 'type': 'State', 'start_offset': 213, 'end_offset': 223}]"
ID_1064569512584867843,Donate Today! Fellow Americans devastated by the Fires in California need your Support & Help! #CaliforniaFires #Unite #Contribute  Let’s Make a Difference Together! Help this unborn baby & family today. #GodFamilyCountry. @RealErinCruz @TeamErinCruz,"[{'text': 'California', 'type': 'State', 'start_offset': 58, 'end_offset': 68}]"
ID_1063158456495022080,Its not over yet. High winds feed California wildfires as death toll rises @CNN,"[{'text': 'California', 'type': 'State', 'start_offset': 34, 'end_offset': 44}]"
ID_1066957051488845824,"When I was visiting California last year, I encountered countless homeless people in Los Angeles and San Francisco. In desperate need of food and shelter. Many of them with obvious mental health needs. It was quite astounding, honestly. Theres a great place to start helping.","[{'text': 'California', 'type': 'State', 'start_offset': 20, 'end_offset': 30}, {'text': 'Los Angeles', 'type': 'City/town', 'start_offset': 85, 'end_offset': 96}]"
ID_1061442293478043650,Camp Fire Evacuation Update - Oroville 11.10.18 #campfire @ButteSheriff @paradise_ca @CHP_Valley @CountyofButte @CHP_Oroville,"[{'text': 'Oroville', 'type': 'City/town', 'start_offset': 30, 'end_offset': 38}]"
ID_1064692114481655815,.@PattersonNBC on @NBCNightlyNews - Search crews comb through ruins for victims of Northern California wildfire,"[{'text': 'California', 'type': 'State', 'start_offset': 92, 'end_offset': 102}]"
ID_1062050552681504771,#CaliforniaWildFire 31 people dead 200 missing | California wildfires Apocalypse | Mon.Nov.12. 2018,"[{'text': 'California', 'type': 'State', 'start_offset': 49, 'end_offset': 59}]"
ID_1062449921914105857,"California Wildfires Updates: 42 Dead in Camp Fire, Toll Expected to Rise: Search teams","[{'text': 'California', 'type': 'State', 'start_offset': 0, 'end_offset': 10}]"
ID_1061493022594977792,RT @dreamwalkarts: Death toll rises to 23 in Californias most destructive fire ever,"[{'text': 'Californias', 'type': 'State', 'start_offset': 45, 'end_offset': 56}]"
ID_1064631129490128896,Welcome home @slcfire crews. #UtahsCapitalCityFire sent 9 firefighters to assist with the wildfires in California. Were glad they made it safely home in time to spent Thanksgiving with their families,"[{'text': 'California', 'type': 'State', 'start_offset': 103, 'end_offset': 113}]"
ID_1062344463077531649,"Our @weatherchannel live shot tells a sad story for many in California, again. Houses burned beyond recognition. The statewide death toll from #wildfires has reached 44 after 13 more were found in Northern CA after fire destroyed a town. We’re live 8AM-2PM/ET. #CaliforniaFires","[{'text': 'California', 'type': 'State', 'start_offset': 60, 'end_offset': 70}, {'text': 'CA', 'type': 'State', 'start_offset': 206, 'end_offset': 208}]"
ID_1065607053379424256,RT @jilevin: The Camp Fires damage goes beyond what satellites can show,[]
ID_1061314127237443585,@justanoilguy @RealJamesWoods @RadnPlaid The shelters (some of them are on my twitter feed) will be needing these things. A should to cry on for some people will also be needed. List of actual items here:,[]
ID_1064892935332876288,How Satellites Are Helping Californias Wildfire Recovery Efforts  #space #stars #planets #astronomynerd #AstronomyPictureOfTheDay #astronomysettolyrics #astronomypicturesdaily #AstronomyLab,"[{'text': 'Californias', 'type': 'State', 'start_offset': 27, 'end_offset': 38}]"
ID_1065301253226459137,"RT @jen_burs: Please give ὤFὉ5.. Grass Valley , Nevada City, Marysville area for Camp Fire victims . Thank you @Radiokvmr ὄD","[{'text': 'Grass Valley', 'type': 'City/town', 'start_offset': 33, 'end_offset': 45}, {'text': 'Nevada City', 'type': 'City/town', 'start_offset': 48, 'end_offset': 59}, {'text': 'Marysville', 'type': 'City/town', 'start_offset': 61, 'end_offset': 71}]"
ID_1066451096439275521,"How can you help the young people displaced by the #CampFire? By sending books, backpacks and/or by making gift card donations (Target, Kohls, Safeway, Shell, Subway, etc).  #kidlitforcampfire",[]
ID_1064369658021724160,"71 people are confirmed dead and 1,000 still missing from the #CaliforniaFires. The Center for International Disaster Information says that sending money is the best way to help right now. Please donate anything that you can to one of these organizations:",[]
ID_1063263564096397312,#Campfire death toll climbs to 63; number of missing jumps to 631,[]
ID_1065606969556385792,"#Packers’ Aaron Rodgers donates $1 million to wildfire relief efforts near where he grew up in California, per @jasonjwilde.  via @madisondotcom","[{'text': 'California', 'type': 'State', 'start_offset': 95, 'end_offset': 105}]"
ID_1065279179002802176,"‘We made it out with our lives’: Al Roker surprises #California #firefighters who lost their homes Bravo @Today, #AlRoker #NatalieMorales and everyone else who contributed to this celebration for those who are fighting those #wildfires.  via @TODAYshow","[{'text': 'California', 'type': 'State', 'start_offset': 53, 'end_offset': 63}]"
ID_1067558913220980737,"The destruction of Paradise, California that the Camp Fire caused is unreal. The Butte County Sheriffs office has used drones to take inventory of the whole town. Theres almost nothing left. Devastating.","[{'text': 'California', 'type': 'State', 'start_offset': 29, 'end_offset': 39}, {'text': 'Butte County', 'type': 'County', 'start_offset': 81, 'end_offset': 93}]"
ID_1061137214447353856,"I, Hope is available for $9.99 and 100% of the proceeds go towards @GameChangerOrg. And Im looking to spread awareness that @DirectRelief is the charity myself and my family & company support that brings relief to the California Wildfires. Read & RT","[{'text': 'California', 'type': 'State', 'start_offset': 218, 'end_offset': 228}]"
ID_1062060666301763584,Please help my friend who lost everything in the CA fires. One of the sweetest most caring people I know. Every little bit helps.,"[{'text': 'CA', 'type': 'State', 'start_offset': 49, 'end_offset': 51}]"
ID_1064316875469815808,RT @pitchfork: Alice Coltrane’s ashram was destroyed in the Woolsey Fire,[]
ID_1061453997142228992,"Per Butte County Sheriff: 23 confirmed dead. They have also received reports of 110 missing, but noted there may be redundancies in those reports. #CaliforniaWildfires","[{'text': 'Butte', 'type': 'County', 'start_offset': 4, 'end_offset': 9}]"
ID_1065460884892499971,Each retweet equals another dollar donated to assist communities in Northern California devastated by wildfires. #retweet4good,"[{'text': 'California', 'type': 'State', 'start_offset': 77, 'end_offset': 87}]"
ID_1062099493880037380,RT @WendyTeller: California Wildfires Death Toll Rises to 31; More Than 200 Missing - The Daily Beast  #SmartNews,"[{'text': 'California', 'type': 'State', 'start_offset': 17, 'end_offset': 27}]"
ID_1062180608242266114,BREAKING: California fires – Death toll rises to 42 as authorities search for survivors,"[{'text': 'California', 'type': 'State', 'start_offset': 10, 'end_offset': 20}]"
ID_1064007054044520448,California wildfires: Trump surveys ruins as death toll touches 71 via @news_all_in,"[{'text': 'California', 'type': 'State', 'start_offset': 0, 'end_offset': 10}]"
ID_1065306974508802048,To Do List: 1. Tweet using #retweet4good to donate to California fire victims 2. Download Makin Bacon () to donate $28.20 to @alzfdn #AFA30daysofteal #AFALightTheWorldInTeal #alzheimersdisease #alzheimersawarenessmonth #Alzheimers #supernatural,"[{'text': 'California', 'type': 'State', 'start_offset': 54, 'end_offset': 64}]"
ID_1066747713310535680,Please #donate #CampFireParadise,[]
ID_1066063001265033217,#CALIFORNIA - the #CampFIre has killed at least 86 people with hundreds still missing and now heavy rain could trigger massive mud slides in the area. #MillenniumGrown,"[{'text': 'CALIFORNIA', 'type': 'State', 'start_offset': 1, 'end_offset': 11}]"
ID_1062072051341488129,Paradise residents fleeing California wildfire got trapped in traffic as death toll rises to 29,"[{'text': 'California', 'type': 'State', 'start_offset': 27, 'end_offset': 37}]"
ID_1061456305947320320,NBC - BREAKING: Death toll climbs to 23 in Northern Californias Camp Fire,"[{'text': 'Northern Californias', 'type': 'State', 'start_offset': 43, 'end_offset': 63}]"
ID_1064556929635282951,"Air quality continues to decline due to smoke from wildfires in the Sacramento and San Francisco areas, forcing school closures. Close to 1,000 people remain unaccounted for in the fires in the northern and southern parts of California.","[{'text': 'Sacramento', 'type': 'City/town', 'start_offset': 68, 'end_offset': 78}, {'text': 'San Francisco', 'type': 'City/town', 'start_offset': 83, 'end_offset': 96}, {'text': 'California', 'type': 'State', 'start_offset': 225, 'end_offset': 235}]"
ID_1064632122374307841,New: The Search Continues For The Hundreds Who Are Missing After California Wildfires,"[{'text': 'California', 'type': 'State', 'start_offset': 65, 'end_offset': 75}]"
ID_1061277080686456832,"RT @tictoc: In Southern California, fire officials say at least 150 homes have burned in raging wildfires #CaliforniaFires","[{'text': 'California', 'type': 'State', 'start_offset': 24, 'end_offset': 34}]"
ID_1067589450564157441,"Were proud to be joining @SierraNevada & breweries across the country to brew #ResilienceIPA 100% of the proceeds will be donated to Sierra Nevadas Camp Fire Relief Fund. Well have it on tap at our pub in a couple of weeks, stay tuned for an official release date! #ButteStrong","[{'text': 'Sierra Nevadas Camp', 'type': 'Human-made Point-of-Interest', 'start_offset': 133, 'end_offset': 152}]"
ID_1061497730860834817,RT @BlissTabitha: Up to 46 are feared dead as town called Paradise is destroyed in Californias worst wildfires,"[{'text': 'Paradise', 'type': 'City/town', 'start_offset': 58, 'end_offset': 66}, {'text': 'Californias', 'type': 'State', 'start_offset': 83, 'end_offset': 94}]"
ID_1062106178027769856,Looking for Fay Hubert Sherman and his wife Anne Thomas Sherman in California fires. Please help if you have seen them or if you have info. ὤFὤFὤFὤFὤFὤFὤFὤFὤFὤFὤF,"[{'text': 'California', 'type': 'State', 'start_offset': 67, 'end_offset': 77}]"
ID_1062073035820281861,The California wildfires continue to burn and the death toll continues to rise. CBS News Correspondent @sfutterman is on the ground in Malibu with todays Reporters Notebook. Listen:,"[{'text': 'California', 'type': 'State', 'start_offset': 4, 'end_offset': 14}, {'text': 'Malibu', 'type': 'City/town', 'start_offset': 135, 'end_offset': 141}]"
ID_1061537427842572289,"This will be my thread for all #QPosts for Saturday, November 10, 2018. CA wants federal funding, no matter if it sacrifices their own people. How does a spoil kid acts if it loses everything? At least 9 dead as fires spread at both ends of California. #QAnon #POTUS","[{'text': 'CA', 'type': 'State', 'start_offset': 72, 'end_offset': 74}, {'text': 'California', 'type': 'State', 'start_offset': 241, 'end_offset': 251}]"
ID_1062620549812285440,"good morning myRockworld, As wildfires continue to devastate Southern California, firefighters in one town received a bit of assistance from Dave Grohl when the Foo Fighters frontman stopped by a","[{'text': 'California', 'type': 'State', 'start_offset': 70, 'end_offset': 80}]"
ID_1061276820862103554,"Donate to help displaced animals from the Southern California fires. If you have horses or livestock on the evacuation route, spraypaint your number on the animal, remove synthetic halters, and let them free to flee. Put out water for other fleeing animals.","[{'text': 'Southern California', 'type': 'State', 'start_offset': 42, 'end_offset': 61}]"
ID_1062873313217699840,California wildfires death toll climbs to 50 as new blazes near Los Angeles,"[{'text': 'California', 'type': 'State', 'start_offset': 0, 'end_offset': 10}, {'text': 'Los Angeles', 'type': 'City/town', 'start_offset': 64, 'end_offset': 75}]"
ID_1064650505509515265,"If you have evacuated from an area impacted by the California Wildfires, please register on Red Cross safe and well website. Our reunification team is working with officials to locate people reported missing. Go to  to list yourself as safe and well.","[{'text': 'California', 'type': 'State', 'start_offset': 51, 'end_offset': 61}]"
ID_1062181341729558528,Death toll in California wildfire is at 42 nowSo incredibly sad..,"[{'text': 'California', 'type': 'State', 'start_offset': 14, 'end_offset': 24}]"
ID_1061459398210412544,RT @brianstelter: Heartbreaking. One of the deadliest fires in California history.,"[{'text': 'California', 'type': 'State', 'start_offset': 63, 'end_offset': 73}]"
